hardware alarms,cpu errors,low voltage,overheating alarm,fan degradaded,baseband processing fault,synchronization failure,low disk performace,tlpm,tlcm,number of PM,priority,other alarms,failure
1,0,0,0,0,0,0,0,64,198,3,4,0,0
0,0,1,1,1,0,0,0,42,207,2,3,0,0
0,0,0,1,1,0,0,0,33,105,3,4,0,0
2,0,4,0,0,0,0,1,325,143,1,3,0,2
0,0,1,3,3,0,0,0,205,223,1,2,0,1
1,0,2,3,3,1,1,0,316,123,1,2,0,3
1,0,1,2,1,0,0,0,106,173,2,3,0,1
2,0,3,3,3,0,0,0,41,136,2,3,1,3
0,0,2,0,0,0,0,0,33,263,4,4,0,0
1,0,3,4,3,0,0,0,72,96,1,1,0,3
0,0,1,0,0,2,0,1,10,91,1,2,0,2
0,0,2,3,3,0,0,0,205,137,1,1,0,2
1,0,2,0,0,0,0,0,266,189,1,2,4,2
1,0,1,3,3,0,0,0,132,75,1,2,0,2
1,0,3,0,0,0,0,0,40,217,2,3,0,1
0,0,2,2,2,0,0,0,87,250,2,4,0,1
1,0,1,0,0,0,0,0,22,246,4,4,0,0
0,0,0,0,0,0,0,0,65,133,2,3,0,0
2,0,1,0,0,0,0,0,60,216,2,3,0,1
3,0,4,2,1,0,0,0,330,171,1,1,0,3
0,0,0,1,0,0,0,0,238,104,1,3,0,0
1,0,2,3,3,0,0,0,229,14,1,2,0,2
0,1,2,2,2,0,0,0,123,181,2,3,0,1
1,0,1,3,2,0,0,0,133,110,2,3,0,2
2,0,1,1,1,0,0,0,211,67,1,2,0,1
1,0,3,1,0,0,0,1,165,157,2,3,0,2
0,0,1,1,1,0,0,0,320,86,1,1,2,1
1,0,1,0,0,0,1,0,304,58,1,2,0,1
2,0,2,2,2,0,0,0,95,101,1,1,0,2
1,0,1,0,0,1,0,1,135,184,1,2,0,2
1,0,1,0,0,0,0,1,112,91,2,3,0,1
1,0,1,0,0,0,0,0,80,247,4,4,0,0
0,0,4,0,0,0,0,0,162,16,1,2,0,1
0,0,2,0,0,0,0,0,129,93,2,3,0,0
2,0,0,0,0,0,1,0,103,134,3,4,0,1
1,0,1,1,1,0,0,0,147,121,1,2,2,1
2,0,1,3,3,0,0,0,60,149,1,1,0,2
0,0,2,2,2,1,0,0,344,31,1,3,0,2
0,0,4,1,1,0,0,1,330,61,1,1,0,2
2,0,1,3,2,1,0,0,244,67,1,1,0,3
2,0,1,1,1,0,0,0,112,147,1,2,0,1
1,0,1,2,2,0,0,0,111,234,2,3,2,2
1,0,1,1,1,1,0,0,17,151,3,3,0,2
2,0,2,3,3,1,0,0,209,79,1,2,0,4
1,0,1,0,0,1,0,1,173,145,1,1,0,2
0,0,1,0,0,0,1,0,83,261,2,3,0,0
0,0,4,3,3,0,0,0,284,97,1,2,0,2
1,0,3,0,0,0,0,0,224,137,1,2,0,1
0,0,1,2,2,0,0,0,79,124,3,3,0,1
1,0,1,3,2,0,1,0,219,68,1,2,0,2
1,0,3,1,1,3,0,0,156,73,1,1,2,5
1,0,3,3,2,0,0,0,311,153,1,2,0,2
2,0,1,2,2,0,0,0,63,265,4,4,0,2
1,0,1,1,1,0,0,0,49,232,3,3,0,1
1,0,1,3,2,0,0,0,61,51,2,1,0,2
1,0,2,0,0,1,0,0,90,142,2,2,0,2
0,0,1,2,2,0,0,0,43,145,2,2,0,1
2,0,1,1,1,1,0,0,13,114,1,3,0,2
0,0,1,0,0,0,0,0,77,191,2,4,3,1
1,0,2,2,2,1,0,0,86,129,2,3,0,3
1,0,2,3,3,0,0,0,194,102,1,1,0,2
1,0,0,2,1,0,0,0,39,183,3,4,0,1
1,0,1,3,2,0,0,0,21,95,1,1,0,2
1,0,0,0,0,1,0,0,283,68,1,2,0,1
1,0,3,0,0,0,0,0,154,131,2,3,0,1
1,0,0,2,1,2,0,0,72,71,3,3,0,3
1,0,0,1,0,0,0,1,176,234,2,2,0,1
1,0,0,0,0,0,0,0,158,203,2,3,0,0
2,0,1,2,2,0,0,0,17,274,3,3,0,2
1,0,1,1,1,1,0,0,268,81,1,1,0,2
0,0,1,0,0,0,0,0,83,193,4,4,0,0
1,0,1,1,1,0,0,0,16,187,3,2,0,1
0,0,1,0,0,2,2,2,354,93,1,2,0,3
1,0,3,0,0,1,0,0,161,171,1,2,2,3
0,0,2,0,0,0,0,0,21,216,3,4,0,0
3,0,4,0,0,0,0,0,31,118,1,2,0,2
0,0,1,0,0,0,0,0,172,145,2,4,4,1
0,1,2,1,1,0,0,0,130,198,2,3,0,1
0,0,0,0,0,0,0,0,61,176,3,3,0,0
2,0,3,2,2,0,0,0,71,197,3,3,0,2
1,0,2,2,2,0,0,0,312,107,1,1,2,2
0,0,3,1,1,0,0,0,164,74,2,3,0,1
1,0,4,4,3,0,0,0,130,82,1,1,0,3
1,0,1,0,0,0,0,0,109,152,2,2,0,0
1,0,2,3,3,0,0,0,350,92,1,2,0,2
0,0,4,2,2,0,0,0,116,42,1,2,0,2
1,0,2,3,3,0,0,0,40,146,3,4,0,2
1,0,3,0,0,1,1,1,69,110,1,2,0,3
0,0,1,2,2,0,2,0,127,197,2,2,0,1
0,0,1,1,0,0,0,0,117,220,2,3,0,0
0,0,0,0,0,0,0,0,84,209,3,2,0,0
1,0,1,0,0,0,0,0,145,200,2,4,0,0
0,0,4,4,2,0,0,1,27,141,2,4,0,3
2,0,2,1,1,0,0,0,163,57,2,3,0,2
1,0,1,0,0,0,0,0,49,248,4,4,0,0
0,0,2,2,2,0,0,0,134,167,1,2,0,1
1,0,3,3,2,2,0,0,346,40,1,2,0,4
1,0,2,0,0,0,0,0,122,113,1,2,0,1
1,0,0,1,1,0,0,0,112,162,3,4,0,0
1,0,0,0,0,0,0,0,104,208,3,3,0,0
1,0,1,0,0,0,0,0,104,87,1,1,0,0
2,0,0,3,3,0,0,0,213,123,1,1,0,2
1,0,1,2,2,0,0,0,32,160,1,2,0,1
1,0,4,2,1,0,0,0,131,114,1,3,0,2
1,0,0,1,0,0,0,0,316,148,1,2,0,0
2,0,1,0,0,0,0,1,15,138,2,2,0,1
1,0,0,1,1,0,0,0,78,94,1,1,0,0
1,0,1,2,2,0,0,0,271,59,1,1,0,1
0,0,0,0,0,1,0,0,49,186,3,4,0,1
2,0,2,3,2,0,0,0,177,265,2,3,0,2
3,0,2,1,1,0,0,0,250,20,1,2,2,3
1,0,2,1,1,0,0,0,357,50,1,2,0,1
1,0,1,2,1,0,0,0,147,236,2,1,0,1
2,0,3,3,2,0,0,0,63,52,1,1,0,3
1,0,0,1,0,0,0,0,87,237,3,4,0,0
1,0,3,0,0,0,0,0,41,150,2,2,0,1
1,0,1,4,3,0,0,0,74,140,3,3,0,2
0,0,1,2,2,0,0,0,111,232,1,2,0,1
2,0,1,1,1,0,0,0,17,168,2,3,0,1
1,0,1,3,2,3,2,0,88,107,1,1,0,5
3,0,2,1,0,0,0,0,184,72,1,2,0,2
0,0,2,0,0,0,0,0,258,137,1,1,0,0
1,0,0,1,1,0,0,0,186,113,1,1,0,0
1,0,2,0,0,0,0,0,260,136,1,2,0,1
0,0,1,1,1,0,0,0,102,212,3,3,0,0
2,0,1,3,2,0,0,0,122,108,1,3,0,2
0,0,1,1,1,0,0,0,37,121,1,1,0,0
1,0,4,0,0,0,0,0,19,120,1,2,0,1
0,0,4,1,1,0,0,0,117,33,2,1,0,1
1,0,2,2,2,0,0,0,189,201,1,3,0,2
1,0,1,0,0,1,0,1,109,204,3,4,0,2
1,0,0,2,2,0,0,0,70,142,3,3,0,1
2,0,4,1,1,0,0,0,91,121,1,1,4,4
0,0,3,0,0,0,0,0,89,141,2,3,0,1
0,0,1,4,2,0,1,0,165,117,1,2,0,2
1,0,0,0,0,0,0,0,36,167,1,1,1,0
1,0,3,0,0,1,0,1,12,156,1,3,3,3
2,0,4,0,0,2,0,0,249,133,1,1,0,4
2,0,2,1,1,0,0,0,119,192,1,1,0,2
2,0,1,0,0,0,0,0,91,125,3,4,0,1
0,0,3,0,0,1,0,0,14,205,3,4,0,2
0,0,3,0,0,0,0,0,134,21,1,2,0,1
1,0,1,1,0,0,0,0,120,100,1,2,0,1
1,0,1,1,1,0,0,0,24,185,3,2,1,1
1,0,2,1,1,0,0,0,124,97,2,3,0,1
3,0,1,1,1,1,0,2,354,68,1,2,0,3
3,0,2,2,2,0,0,0,347,68,1,1,0,3
1,0,1,2,1,0,0,0,140,46,1,2,4,2
1,0,0,0,0,1,0,1,49,175,2,4,0,1
0,0,1,0,0,0,0,0,37,153,1,1,0,0
0,0,2,3,3,0,0,0,185,87,1,1,1,2
2,0,2,1,1,0,0,0,138,79,1,1,0,2
0,0,1,0,0,0,0,0,66,190,2,3,0,0
1,0,3,1,1,1,0,0,92,121,3,4,0,2
0,0,0,2,2,0,0,0,167,137,2,3,0,0
2,0,1,1,1,0,0,0,109,120,1,1,0,1
0,0,1,1,1,0,0,0,117,74,2,2,0,0
0,0,1,0,0,0,0,0,69,53,1,2,1,0
2,0,4,0,0,1,0,2,130,76,1,2,2,4
2,0,1,3,3,0,0,0,256,64,1,2,1,3
0,0,0,3,3,0,0,0,266,123,1,2,0,1
1,0,1,1,0,0,0,0,47,172,3,3,0,1
2,0,1,0,0,0,0,0,300,103,1,1,0,1
0,0,1,2,2,0,0,1,117,115,1,1,0,1
1,0,3,1,1,2,0,0,100,76,2,3,1,4
2,0,1,3,2,0,0,0,284,97,1,1,0,2
0,0,2,1,1,0,0,0,66,97,2,3,0,1
0,0,3,0,0,0,0,0,244,69,1,3,0,1
3,0,1,2,2,0,0,0,185,87,1,3,0,2
0,0,1,0,0,0,0,0,40,210,4,4,0,0
1,0,3,5,3,0,0,0,159,114,1,2,0,3
0,0,2,0,0,0,0,0,130,10,2,1,0,0
0,0,0,3,3,0,0,0,56,136,2,1,0,1
0,0,1,0,0,0,0,0,17,309,4,4,0,0
0,0,1,0,0,0,1,0,66,116,2,3,1,0
0,0,1,0,0,1,1,0,125,34,1,2,0,1
0,0,2,1,1,0,0,0,100,95,1,2,0,1
1,0,3,1,1,2,0,0,157,50,1,2,0,3
0,0,4,2,1,0,0,0,15,95,2,3,0,2
3,0,1,2,2,0,0,0,358,48,1,1,0,2
1,0,1,1,0,0,0,0,161,217,2,3,0,1
0,0,1,2,2,0,0,0,167,180,2,3,0,1
1,0,1,1,1,0,0,0,112,107,3,2,0,1
2,0,0,1,1,0,0,0,61,233,3,4,0,1
1,0,2,1,1,0,0,0,186,130,1,2,0,1
0,1,3,2,2,1,0,0,179,137,2,4,0,3
0,0,2,0,0,0,0,0,58,190,2,2,0,0
0,0,2,2,2,0,0,0,348,103,1,2,0,1
0,0,1,2,2,0,0,0,178,148,2,3,0,1
1,0,1,1,1,0,0,0,73,39,2,3,0,1
0,0,4,1,1,0,0,0,59,111,2,1,0,1
1,0,2,3,2,2,0,0,83,109,1,2,0,4
2,1,0,2,2,0,0,0,96,53,1,2,0,2
1,0,3,1,1,0,0,0,52,95,2,2,0,1
2,0,3,0,0,0,0,0,110,39,1,2,0,2
0,0,1,4,2,0,0,0,156,127,1,1,0,1
2,0,1,3,2,0,0,0,160,184,2,3,0,2
0,0,2,3,3,1,0,0,132,170,1,2,0,3
1,0,0,2,2,0,0,0,40,236,3,3,2,2
2,0,1,0,0,1,0,2,118,47,2,3,0,2
1,0,0,1,1,0,0,0,259,146,1,1,1,1
1,0,4,3,3,0,0,0,294,129,1,3,0,3
0,0,3,0,0,0,0,0,107,155,2,3,0,1
1,0,1,1,1,0,1,0,64,105,1,1,0,1
1,0,4,0,0,1,0,0,13,98,2,3,0,2
0,0,1,2,1,0,0,0,60,44,1,3,0,1
0,0,0,0,0,0,0,0,40,354,4,4,0,0
0,0,1,1,1,0,0,0,29,152,3,4,0,0
2,0,4,0,0,0,0,0,53,142,1,2,2,3
1,0,2,2,2,0,0,0,117,118,2,3,0,2
0,0,0,2,2,0,1,0,56,223,2,2,0,1
0,0,2,1,0,0,0,0,230,92,1,2,0,1
1,0,0,4,3,0,0,0,356,168,1,2,0,2
1,0,2,1,0,1,0,0,26,48,1,1,0,2
1,0,3,3,3,0,0,0,123,77,1,2,0,2
0,0,1,0,0,0,0,0,142,147,2,3,0,0
1,0,2,5,3,0,0,0,36,75,1,1,0,3
1,0,1,2,1,0,0,0,186,99,1,1,0,1
0,0,3,0,0,0,0,0,237,112,1,2,0,1
1,0,2,3,3,0,0,0,276,85,1,2,0,2
2,0,2,2,2,2,1,0,236,101,1,2,0,4
2,0,3,1,1,1,0,0,150,179,1,1,0,3
1,0,0,3,3,0,0,0,221,88,1,1,0,1
2,0,1,2,2,0,0,0,152,84,1,2,0,2
1,0,2,1,0,0,0,0,15,91,2,2,0,1
1,0,3,0,0,1,0,0,240,137,1,2,0,2
0,0,3,1,1,0,0,0,51,231,3,4,0,1
3,0,1,2,2,0,0,0,208,37,1,1,0,2
0,0,3,0,0,1,0,0,164,170,2,3,0,2
1,0,1,0,0,0,0,0,68,102,3,3,0,0
1,0,0,1,1,0,0,2,49,73,1,1,0,1
1,0,0,0,0,0,0,1,67,177,3,3,0,0
0,0,2,1,1,0,0,0,160,134,1,1,3,2
0,0,3,2,2,0,0,0,276,65,1,1,2,2
3,0,4,0,0,0,0,0,224,38,1,2,0,2
1,0,0,0,0,0,0,0,96,269,3,3,0,0
1,0,1,1,1,0,0,0,204,128,1,1,0,1
0,0,2,3,3,0,0,0,119,23,1,2,0,2
2,0,3,1,0,0,0,0,296,179,1,2,0,2
1,1,1,2,2,0,0,0,67,115,2,3,1,2
1,0,3,5,3,0,0,0,144,123,2,3,0,3
2,0,3,3,2,0,0,0,91,186,2,3,0,3
0,0,0,1,1,0,0,0,80,216,4,4,0,0
1,0,1,1,1,0,0,0,87,187,3,2,0,1
0,0,2,2,2,0,0,0,233,81,1,1,0,1
0,0,2,2,2,0,0,0,46,140,3,4,0,1
1,0,2,2,1,0,0,0,88,63,1,1,0,1
1,0,1,1,1,0,0,0,58,84,3,4,0,1
0,0,2,2,1,0,0,0,91,120,3,3,0,1
3,0,2,3,3,1,1,0,190,173,1,1,1,5
0,0,1,4,2,2,0,0,176,116,2,2,0,3
0,0,1,2,2,0,0,0,56,167,3,3,0,1
2,0,4,2,2,0,0,0,216,77,1,2,0,3
1,0,3,1,1,0,0,0,40,45,3,3,0,1
0,0,0,3,3,2,0,1,235,106,1,1,0,3
0,0,3,1,1,0,0,0,88,173,2,3,0,1
1,0,2,1,1,0,0,0,162,69,1,1,0,1
1,0,3,1,1,1,0,0,229,190,1,2,2,3
0,0,0,0,0,0,0,0,177,142,2,3,0,0
0,0,1,2,1,0,0,0,119,161,3,4,0,1
2,0,3,2,2,2,0,0,77,156,1,1,0,4
1,0,2,0,0,0,0,0,297,91,1,3,0,1
3,0,2,1,1,0,0,0,23,118,1,1,0,2
0,0,0,1,1,0,0,0,179,206,2,4,0,0
2,0,2,0,0,1,0,1,262,124,1,2,1,3
3,0,3,3,2,0,0,0,305,169,1,1,0,3
1,1,1,1,1,2,0,1,119,111,2,3,0,3
1,0,1,1,1,0,0,0,190,176,1,1,1,1
0,0,1,0,0,0,0,0,50,266,3,4,0,0
1,0,0,1,1,0,0,0,51,166,3,4,0,0
0,0,1,2,2,0,0,0,115,85,2,4,0,1
0,0,1,1,0,0,0,0,67,78,3,2,0,0
1,1,2,2,2,0,0,0,195,64,1,2,0,2
0,0,0,1,1,0,0,0,90,188,3,4,1,0
0,0,1,1,1,0,0,0,51,289,4,4,0,0
0,0,1,1,1,0,0,0,48,232,3,4,0,0
0,0,0,0,0,0,0,0,39,172,4,4,0,0
1,0,2,0,0,0,0,0,66,192,3,3,0,1
2,2,3,4,3,0,0,0,319,136,1,1,0,4
0,0,4,4,3,0,0,0,292,48,1,3,0,3
0,0,1,0,0,0,0,0,23,228,3,4,0,0
0,0,2,0,0,0,0,0,324,96,1,2,0,0
1,0,3,4,2,0,0,0,301,187,1,2,0,3
0,0,3,4,3,0,0,0,215,54,1,2,0,2
0,0,1,0,0,1,0,0,146,158,2,3,1,1
2,0,0,2,2,1,0,0,82,212,2,3,2,3
2,0,1,0,0,0,0,0,238,92,1,1,1,1
1,0,4,0,0,0,0,0,112,214,2,3,0,1
1,0,2,1,1,0,0,0,214,59,1,2,0,1
1,0,1,0,0,1,0,0,298,103,1,3,0,1
0,0,1,1,1,0,0,0,176,121,2,3,0,0
0,0,1,2,2,2,0,0,110,250,1,2,0,3
1,0,3,0,0,0,0,0,142,133,1,1,0,1
2,0,3,1,0,0,0,0,27,151,1,1,0,2
1,0,0,0,0,0,0,0,80,172,3,3,0,0
0,0,1,1,0,0,0,0,15,105,2,3,0,0
1,0,2,2,2,2,0,0,201,42,1,2,0,4
2,0,4,2,2,0,0,0,175,119,2,4,0,3
0,0,1,1,1,0,0,0,51,191,1,1,0,0
1,0,0,1,1,0,0,0,61,182,3,4,2,1
1,0,3,1,1,0,0,0,235,97,1,1,0,1
1,0,2,0,0,2,0,0,163,177,2,3,0,3
0,0,1,1,0,0,0,0,54,237,3,2,0,0
1,0,2,3,3,0,0,0,51,119,1,1,0,2
0,0,2,2,2,0,0,0,350,158,1,2,0,1
0,0,1,5,3,0,0,0,112,111,1,3,0,2
2,0,1,1,0,2,0,0,231,56,1,3,0,3
1,0,1,0,0,0,0,0,85,120,2,3,0,0
1,0,0,0,0,0,0,0,281,162,1,2,0,0
1,1,0,3,2,0,0,0,45,141,3,4,0,1
1,0,1,0,0,0,0,0,243,151,1,1,0,0
1,0,1,1,1,3,0,0,48,90,1,1,0,4
1,0,1,3,2,0,0,0,86,137,3,4,0,2
1,0,2,2,2,0,0,0,334,39,1,3,0,2
0,0,0,2,2,0,0,0,57,202,3,3,0,0
1,0,2,1,1,0,0,0,85,236,3,3,0,1
0,0,2,2,1,1,0,0,53,132,2,2,0,2
1,0,1,2,1,0,0,0,17,131,3,2,0,1
1,1,2,2,2,0,0,0,332,86,1,3,0,2
1,0,4,1,1,0,0,0,10,133,2,2,2,2
1,0,1,1,1,0,0,0,87,164,2,3,0,1
2,0,3,2,2,0,0,0,34,68,2,4,0,2
0,0,0,3,3,0,0,0,71,177,2,2,0,1
1,0,1,0,0,0,0,0,58,133,4,4,0,0
1,0,1,0,0,0,0,1,203,75,1,3,0,1
2,0,3,0,0,0,0,0,62,90,3,4,0,2
1,0,4,1,1,1,0,0,184,122,1,2,0,3
1,0,3,1,0,0,0,0,43,119,3,4,0,1
2,0,4,3,3,0,0,0,108,193,2,3,0,3
0,0,1,2,2,3,1,2,164,155,1,3,0,5
0,0,0,0,0,0,0,0,126,209,2,4,0,0
1,0,1,0,0,0,0,0,88,196,3,4,0,0
2,0,0,1,1,0,0,0,32,59,1,2,0,1
0,0,0,0,0,0,0,0,202,174,1,1,0,0
2,0,1,2,2,0,0,0,100,154,1,1,0,2
1,2,1,3,3,0,0,0,36,105,3,4,1,2
1,0,2,2,2,2,0,0,339,53,1,1,0,4
2,0,1,0,0,0,0,0,80,143,3,4,0,1
1,0,3,0,0,0,0,0,212,131,1,2,0,1
1,0,3,2,2,1,0,0,181,116,1,2,0,3
0,0,0,0,0,0,0,0,43,173,4,4,0,0
0,0,1,4,3,0,0,0,27,97,3,3,0,2
1,0,2,1,1,0,0,0,93,112,1,1,3,2
1,0,0,1,1,0,0,0,80,59,3,4,0,0
3,0,1,2,2,0,0,0,339,46,1,1,0,2
0,0,0,2,1,0,0,0,10,189,3,3,0,0
1,0,1,0,0,0,0,0,105,156,3,4,0,0
1,0,0,0,0,0,0,1,261,159,1,2,0,0
2,0,1,0,0,0,0,0,16,93,4,4,0,1
3,0,4,1,1,0,1,0,98,83,1,1,0,3
2,0,2,0,0,0,0,0,129,85,1,2,0,1
1,0,3,1,0,0,0,0,79,194,3,4,0,1
0,0,1,1,1,0,0,0,69,190,4,4,0,0
1,0,0,0,0,0,0,0,27,225,3,3,0,0
1,0,1,1,1,0,0,0,65,112,1,2,0,1
1,0,2,0,0,0,0,0,225,89,1,1,0,1
0,0,0,1,0,0,0,0,35,152,4,4,0,0
2,0,1,4,2,0,1,0,173,130,1,2,0,3
0,0,0,0,0,0,0,0,112,108,3,3,0,0
1,0,0,2,2,0,0,0,50,135,2,2,0,1
0,0,1,0,0,0,0,0,123,128,2,3,4,1
1,0,1,2,2,0,1,0,39,166,1,1,0,1
0,0,1,1,1,0,0,0,27,94,1,3,2,1
1,0,1,2,2,0,0,0,48,125,3,4,0,1
1,0,1,3,3,0,0,0,50,180,2,2,0,2
1,0,2,3,2,0,0,0,14,149,2,3,0,2
3,0,1,2,1,0,0,0,142,183,1,2,0,2
0,0,1,2,2,1,0,0,28,161,2,4,0,2
0,0,1,1,1,2,0,0,165,126,2,3,0,2
0,0,3,0,0,0,0,0,171,35,1,1,0,1
1,0,3,3,3,0,0,2,28,98,2,4,0,3
0,0,2,0,0,0,0,0,83,263,4,4,0,0
0,0,0,3,3,2,1,2,165,204,2,3,0,4
0,1,1,2,2,0,0,0,57,162,3,4,0,1
0,0,1,2,1,0,0,0,10,300,4,4,0,1
0,0,1,2,2,0,0,0,176,64,2,3,0,1
0,0,1,1,1,0,0,0,177,191,2,4,0,0
3,0,3,1,1,1,0,0,343,68,1,1,0,3
0,0,2,2,1,0,1,0,150,83,1,2,0,1
1,0,0,1,0,0,0,0,18,194,2,3,0,0
1,0,2,1,1,0,0,0,129,193,2,3,0,1
1,0,4,3,3,0,0,0,76,92,1,1,0,3
1,0,3,0,0,0,0,0,49,118,1,2,0,1
1,0,3,0,0,0,0,0,149,199,1,2,0,1
1,0,3,5,3,0,0,0,12,189,3,4,0,3
2,0,2,2,1,0,0,1,315,169,1,2,0,2
2,0,0,5,3,0,0,0,151,110,2,3,0,3
1,0,2,0,0,0,0,0,123,127,1,3,0,1
0,0,2,5,3,0,1,0,45,128,1,2,0,2
0,0,0,1,0,0,0,0,29,117,3,4,1,0
1,0,1,0,0,0,0,0,36,213,3,4,0,0
1,0,4,2,2,0,0,0,13,30,1,2,0,2
1,0,1,0,0,0,0,0,101,200,3,2,0,0
0,0,1,0,0,0,0,0,144,78,1,1,0,0
1,0,2,2,1,0,0,0,74,152,3,4,0,1
2,0,2,0,0,0,0,0,245,174,1,1,4,2
0,0,1,0,0,0,0,0,25,299,4,4,0,0
1,0,3,1,1,0,0,0,240,91,1,2,0,1
2,0,4,1,1,0,0,0,174,210,2,3,0,2
2,0,0,2,2,0,0,0,109,143,2,2,0,1
0,0,2,2,2,0,0,0,116,74,1,3,0,1
1,0,2,0,0,0,0,0,110,211,3,3,0,1
0,0,1,2,1,0,0,0,34,42,4,4,0,1
0,0,0,5,3,0,0,0,29,114,1,2,0,2
3,0,0,3,3,0,0,0,124,79,1,2,0,2
2,0,1,2,2,0,0,0,100,189,2,3,0,2
1,0,0,1,0,0,2,0,312,114,1,1,0,1
0,0,1,1,1,1,2,0,85,217,2,3,0,2
1,0,3,0,0,0,0,0,21,9,1,1,0,1
0,0,1,0,0,0,0,0,81,307,4,4,0,0
0,0,2,2,2,0,0,0,104,131,3,4,0,1
2,0,1,1,1,0,0,0,302,112,1,3,1,2
1,0,1,0,0,1,0,1,31,146,2,3,0,2
0,0,3,2,2,0,0,0,172,26,1,1,0,1
2,0,2,0,0,0,0,0,136,59,1,1,4,2
1,0,4,2,2,0,0,0,75,64,2,4,3,3
0,0,1,3,3,0,0,0,24,213,2,1,0,1
2,0,3,4,3,0,0,0,305,139,1,2,0,3
1,0,1,0,0,0,0,0,135,157,1,1,0,0
2,0,0,1,1,0,0,0,93,91,2,3,0,1
1,0,4,0,0,0,0,0,100,86,2,3,0,1
2,0,1,1,0,0,0,0,255,127,1,1,0,1
2,0,2,1,1,1,0,0,23,57,1,1,0,3
1,0,2,3,2,0,0,0,199,116,1,2,0,2
0,0,2,0,0,0,0,0,44,77,2,3,0,0
1,0,4,2,2,1,0,0,143,187,1,2,0,3
0,0,1,0,0,2,0,0,51,118,2,2,0,2
1,0,1,2,1,2,0,2,172,130,1,1,0,4
1,0,4,3,3,0,0,0,146,71,2,3,0,3
0,0,1,2,2,0,0,0,108,117,3,4,0,1
1,0,0,0,0,0,0,0,13,268,3,2,0,0
2,0,1,1,1,0,0,0,59,196,4,4,0,1
3,0,3,2,2,0,0,0,23,120,1,1,0,3
2,0,2,1,1,0,0,0,14,179,2,2,0,2
1,0,2,0,0,0,0,0,125,185,2,3,0,1
1,0,2,1,1,0,0,0,87,199,2,4,0,1
1,0,2,0,0,0,0,0,45,78,1,2,0,1
0,0,1,0,0,0,0,0,25,192,3,4,0,0
1,0,1,3,3,0,0,0,284,96,1,2,0,2
1,0,1,0,0,0,0,0,128,49,1,2,0,0
1,0,2,1,0,0,0,0,293,103,1,1,0,1
1,0,3,5,3,0,0,0,25,95,1,2,0,3
2,1,0,1,1,1,0,0,187,155,1,1,0,2
0,0,2,0,0,0,0,0,14,132,3,4,0,0
0,1,2,4,2,0,0,0,337,65,1,1,0,2
1,0,2,2,1,0,0,0,25,271,3,4,0,1
1,0,3,2,2,0,0,0,211,152,1,3,0,2
1,0,1,0,0,2,0,0,98,109,1,1,0,2
3,0,1,0,0,0,1,0,24,81,1,2,0,2
1,0,1,1,1,0,0,0,41,187,3,3,0,1
2,0,4,0,0,0,0,0,139,144,2,3,0,2
0,0,1,4,3,0,0,0,210,68,1,2,0,2
0,0,3,2,2,2,0,0,49,143,1,1,0,3
1,0,1,0,0,0,0,0,59,185,3,2,0,0
0,0,1,0,0,0,0,0,147,79,1,2,0,0
3,0,3,1,1,0,0,0,176,108,1,3,0,2
2,0,2,1,0,0,0,0,32,165,3,4,0,2
0,0,2,0,0,0,0,0,95,230,1,1,0,0
1,0,2,1,0,0,0,0,89,64,1,2,0,1
0,0,4,1,1,0,0,0,235,71,1,2,0,1
0,0,2,3,2,0,0,0,46,150,2,3,0,1
1,0,1,0,0,2,0,0,337,18,1,2,0,2
1,0,1,1,1,1,0,0,324,111,1,2,0,2
1,0,1,0,0,0,0,0,72,175,4,4,0,0
3,0,3,1,1,0,0,0,335,117,1,1,1,3
2,0,1,3,3,0,0,0,347,169,1,1,0,2
1,0,2,0,0,0,0,0,158,188,1,2,0,1
2,0,4,4,3,0,0,0,268,83,1,3,1,4
2,0,1,3,3,0,1,0,345,96,1,2,0,2
1,0,1,1,1,0,0,0,156,140,2,2,0,1
0,0,2,1,1,0,0,0,203,78,1,3,0,1
3,0,3,2,2,0,0,0,157,115,1,2,0,3
1,0,4,5,3,0,0,0,89,153,2,2,0,3
0,0,0,0,0,0,0,0,62,174,3,4,0,0
2,1,0,2,2,0,0,0,25,37,1,2,0,2
0,0,3,4,2,0,0,0,149,95,1,1,0,2
1,0,2,0,0,0,0,0,176,58,2,3,0,1
2,1,0,2,2,1,0,0,96,117,3,4,0,3
1,0,4,0,0,2,0,0,92,143,1,2,0,3
1,0,0,1,0,0,0,0,10,35,3,3,0,0
0,0,2,1,1,0,0,0,28,62,1,1,0,1
0,0,2,1,1,0,0,0,113,192,2,2,0,1
2,0,2,0,0,0,0,0,64,155,3,4,0,1
1,0,3,0,0,1,0,0,259,30,1,2,0,2
2,0,2,2,1,0,0,0,80,84,1,2,0,2
1,1,2,2,2,0,0,0,164,193,2,2,0,2
1,0,3,2,1,0,0,0,240,148,1,1,0,2
0,0,2,2,2,0,0,0,113,206,2,1,0,1
1,0,4,2,1,0,0,0,62,90,1,1,0,2
0,0,1,0,0,0,0,0,67,74,4,4,0,0
2,0,1,2,2,0,0,0,22,140,2,3,0,2
1,0,3,4,3,0,0,0,38,186,1,1,0,3
0,0,3,2,2,0,0,0,52,219,1,1,0,1
2,0,0,1,1,1,0,0,73,149,3,4,0,2
0,0,1,0,0,0,0,1,92,125,2,3,0,0
0,0,2,0,0,0,0,0,139,47,1,1,0,0
0,0,1,0,0,0,0,0,55,234,3,4,0,0
